ACCESS-ESM1-5,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,HadGEM3-GC31-LL,HadGEM3-GC31-MM,IPSL-CM6A-LR,MIROC-ES2L,UKESM1-0-LL
1.394927536231883,-0.7515402173913017,0.36642282608696064,-0.04264855072463547,0.7572829710144902,0.13055555555555287,1.0823162962962982,2.008389492753629,1.1697974637681199,-0.21666666666666856
1.4146105072463726,-0.8049224637681149,0.4117804347826066,0.008118478260868756,0.7418065217391288,0.09467037037037329,1.0789666666666662,2.0291318840579677,1.089239130434784,-0.1833777777777712
1.5891131859855108,-0.40014035087719435,0.3893577643300503,0.27693758927876644,0.8616245614035165,0.15277777777777857,1.1975703703703786,2.256265213100285,0.6139012414617042,0.3287037037037024
1.2549528985507266,-0.6326195652173965,0.2850181159420302,0.12725362318840183,1.1399057971014486,0.35846666666667204,0.8206222222222195,2.0502391304347825,1.1758586956521668,-0.33159999999999457
0.341602678594775,-0.5091019562118433,0.07579906788178903,-0.06981668419642517,0.6307458039621068,-0.07880608470505734,0.8003152381745906,1.2743117859251782,0.8624132972139478,-0.2704915790989304
0.5004175158514528,-0.8884153443896565,0.22008116794544463,0.17553740835464282,0.8050000758341795,0.0835470085470078,0.5345761787994903,1.4988873188405805,0.770753758004723,-0.18014957264957587
-0.20289855072464036,-0.422383333333336,1.4804543478260896,0.454733333333337,1.2314851449275324,0.11388888888889426,1.2891062962962963,0.7348413043478246,0.9423304347826047,-0.25046296296296333
-0.12427355072463797,-0.4108438405797088,1.488711594202904,0.42685833333332823,1.199282608695647,0.21739259259258858,1.206466666666664,0.6893717391304293,0.8697782608695732,-0.27863703703703635
-0.268014830013243,-0.24472631578947812,1.7215779419785449,0.6655888502194642,0.851880701754375,0.09259259259258812,1.4526703703703703,0.6696866867516817,1.0054665091031865,-0.15740740740741188
-0.0730362318840605,-0.32814855072464155,1.3747898550724713,0.2642971014492801,1.4130652173913063,0.08360370370370873,1.11469259259259,0.5202427536231866,0.6288442028985557,-0.4469444444444406
-0.39864966601673757,-0.4855518474092051,0.7677163628056434,0.1732418191105083,0.9796748240118944,0.0762420681887761,1.049002060945817,0.2801521269838929,0.6589689603535476,-0.35930924451827906
-0.38282665307971087,-0.7362755565516181,0.6011355839727202,0.25713557971014467,1.2879771823390627,-0.009465811965810644,0.6643799744572192,0.4636352114759035,0.49175923491742424,-0.4666452991452985
,0.6252032608695615,0.4765554347826111,,1.0585594202898534,-1.2796296296296248,0.15021185185185004,-0.08956086956521148,1.2446268115941947,0.15601851851851478
,0.6411876811594155,0.4995413043478294,,1.1057478260869544,-1.1818629629629598,0.12304074074074833,-0.003563043478258976,1.262330434782612,0.15037777777777706
,0.5952421052631536,0.28197301508973993,,0.8909999999999911,-0.6898148148148167,-0.16665555555555756,0.07100701244058882,0.7633421681427421,0.26388888888889284
,0.4034782608695693,0.5665326086956526,,1.3978115942028921,-1.1207518518518498,0.26918888888889825,-0.21656521739131307,0.8639927536231795,-0.0638888888888971
,0.3688148608356272,0.21856825640273314,,0.6559161289427209,-1.4383805391183984,-0.10953694625490584,-0.36063054209162715,0.7289806793588198,0.22478910767962645
,-0.05117476094427076,0.12647560528559865,,1.1317772160431474,-0.9918874643874602,-0.07022863856960271,-0.21822192398698803,0.10831762723289273,-0.4561609686609671
,,1.4154673913043538,,2.346601811594205,0.018518518518519045,1.4281900000000007,,-0.06370326086956624,-0.03379629629629477
,,1.3965768115942012,,2.5177514492753588,0.07680740740740788,1.3997740740740738,,-0.005211594202897629,-0.11435185185184338
,,1.4672020232189737,,2.3792280701754365,0.44444444444444287,1.335362962962968,,-0.2400430875516122,0.3333333333333357
,,1.0676521739130465,,2.233036231884057,0.427937037037033,1.2280851851851793,,0.17930072463767743,0.01047407407407519
,,0.6223073904346066,,1.1398610407153953,0.17155857761697035,1.2280099093323784,,0.020922218180494667,0.03452703297872972
,,0.45482016197783537,,1.3907745365689266,0.5020441595441554,0.9365790166028063,,0.26789577856420976,-0.07372507122507699
,,1.201286594202898,,0.9665807971014502,,,,1.190027536231888,0.5949074074074119
,,1.1467083333333292,,0.9552137681159394,,,,1.1794695652173957,0.502144444444447
,,1.3583066254577574,,1.0280807017543765,,,,1.1267712386047748,0.375
,,1.076597826086953,,0.8928188405797073,,,,1.1197536231884087,0.22388888888888658
,,0.5414240288560137,,0.21127530295866848,,,,0.8595392631602365,-0.31263217260570286
,,0.4290468670076706,,0.417521764408491,,,,0.39973041793056296,0.0019943019943085005
,,1.0312449275362354,,3.022018115942025,,,,1.5994992753623194,-0.0625
,,1.015790579710142,,3.010077536231883,,,,1.6703514492753726,0.03312592592592267
,,1.1314092148663875,,3.0058947368421016,,,,1.7795834090850065,0.03240740740741188
,,1.0714927536231897,,2.7829166666666723,,,,1.7317608695652211,-0.10105925925925874
,,0.6185200709819441,,1.721593218133485,,,,1.344104794972374,0.25213997698816115
,,0.8348790366581369,,1.75188452140209,,,,0.9362807465453358,0.08725783475784255
,,,,0.3963394927536257,,,,1.0696974637681151,
,,,,0.4738398550724625,,,,0.9695811594202937,
,,,,0.6168771929824644,,,,0.9256101862192523,
,,,,0.7491666666666674,,,,0.8476884057971006,
