,Woollings et al. 2010,Barnes & Polvani 2013,Barnes & Simpson 2017,Grise & Polvani 2017,Zappa et al. 2018,Kerr et al. 2020,Woollings et al. 2010,Barnes & Polvani 2013,Barnes & Simpson 2017,Grise & Polvani 2017,Zappa et al. 2018,Kerr et al. 2020
MRI-ESM2-0_r1i1p1f1,0.10833326548580524,0.11287621822245537,0.11024903554859564,0.08682607093657939,0.0607500429648607,0.06035336752479981,0.044725726989866606,0.0497669058273662,-0.04744213077164653,0.03160608791936401,-0.0027745480680727726,-0.012749280023259086
CanESM5_r8i1p2f1,0.06677883779805181,0.06817160615404928,0.20181457719322757,0.0846807736475008,0.06154765861327909,0.05026953099366277,-0.10843213900775658,-0.11360670954100026,-0.015525056300581718,-0.10027586631971887,-0.04636556300898933,-0.013158002422933879
CanESM5_r1i1p2f1,0.08867190183451808,0.0982041678116955,0.1277589402230172,0.11000209698772093,0.07863448210970554,0.046227946583261445,0.1008782119547965,0.09037166276872528,0.1637375296829289,0.09422181978433056,0.07918900065133444,0.06415709955563373
IPSL-CM6A-LR_r5i1p1f1,0.09864740140153572,0.10594284988823492,0.11044896267583716,0.07913676131765074,0.05796969785065971,0.05289308845814893,,,,,,
UKESM1-0-LL_r7i1p1f3,0.09017073743685136,0.0952752754334742,0.15050907946137362,0.08197791694217044,0.03560970533390393,0.02769705163263507,,,,,,
CanESM5_r6i1p2f1,0.10305647237018924,0.09972228560777087,0.06892140861235664,0.11712774117417023,0.10000211741414601,0.08226465379941268,0.07797276405242938,0.08474033011883118,0.1149372757843825,0.08331068944300729,0.02704224361448102,0.03260286951718844
CanESM5_r5i1p1f1,0.10670482038858314,0.1154896944280034,0.08756042149410985,0.07186810028530866,0.04676723328813931,0.03710202726616701,0.06357378400335867,0.05100569348266308,0.06179763475418554,0.11381892674180877,0.028662970323401725,0.025057030530200856
MIROC-ES2L_r3i1p1f2,0.10872614720608159,0.11037781658500465,0.07775683933559796,0.04706661808268942,0.06269419605179982,0.08181951604306854,-0.03539786945340985,-0.03923537048653027,0.09419465628338265,0.03656484036444312,0.06486947853457536,0.06663976220638962
CNRM-CM6-1-HR_r1i1p1f2,0.10670791176897473,0.11690826250050425,0.06976841948637626,0.06411072744465489,0.07028990656955172,0.06658275297727924,,,,,,
ACCESS-ESM1-5_r18i1p1f1,0.10198930660982537,0.10352069845239463,0.07027716162039022,0.10459211640562377,0.045307533612624545,0.017466675693772662,,,,,,
CESM2_r5i1p1f1,0.10949030558947764,0.10532062901458908,0.03928585002552889,0.11530735754063302,0.04221847602662449,0.018354195240731227,,,,,,
CESM2_r3i1p1f1,0.06805999803257844,0.047667296493672545,0.19687244241949767,0.05288134637915563,0.07306670582993183,0.03561667543594932,,,,,,
